图片链接,标题,序号,内容,时间,详情链接
https://p4.img.cctvpic.com/photoworkspace/2023/11/14/2023111423294468386.jpg,工信部：欧盟反补贴调查将严重扰乱全球汽车产业链,552,欧盟10月对中国电动汽车发起反补贴调查。中国工业和信息化部相关负责人对此表示强烈不满，并表示“这将严重扰乱和扭曲包括欧盟在内的全球汽车产业链供应链，损害欧洲广大消费者利益”。,2023/11/14 23:29,https://news.cctv.com/2023/11/14/ARTI0Y2KnGOwggakA7FUMARV231114.shtml
https://p4.img.cctvpic.com/photoworkspace/2023/11/14/2023111423230270993.jpg,10月信贷总量平稳 支持实体经济力度持续,553,中国人民银行日前公布的数据显示，10月份人民币贷款增加7384亿元，同比多增1058亿元。,2023/11/14 23:23,https://news.cctv.com/2023/11/14/ARTI3TPjs0zSnlXtTlKTYNYw231114.shtml
https://p5.img.cctvpic.com/photoworkspace/2023/11/14/2023111423205244525.jpg,刚强@大国外交最前线丨习主席即将开启“旧金山之行” 两大看点世界期待！,554,几天前，“大国外交最前线”的小伙伴们经过十几个小时的飞行，跨越宽广的太平洋，来到了位于美国西海岸的旧金山。,2023/11/14 23:21,https://news.cctv.com/2023/11/14/ARTID6E3K6GLFMSecUSmPUFB231114.shtml
https://p1.img.cctvpic.com/photoworkspace/2023/11/14/2023111421540577005.jpg,焦点访谈：好“丰”景如何绘就,555,眼下秋收基本结束，尽管统计数据还没有最终出来，但是据判断，今年秋粮仍将是一个增产季，这也将是我国连续第二十个丰收年。那么，今年秋粮的丰收是怎么来的呢？,2023/11/14 21:55,https://news.cctv.com/2023/11/14/ARTIfntH3o9ZwxiqP019k44w231114.shtml
https://p1.img.cctvpic.com/photoworkspace/2023/11/14/2023111420500992673.jpg,康辉@大国外交最前线丨这次去的地方 你一定听说过,557,应美国总统拜登邀请，国家主席习近平将于11月14日至17日赴美国旧金山举行中美元首会晤，同时应邀出席亚太经合组织第三十次领导人非正式会议。,2023/11/14 20:56,https://news.cctv.com/2023/11/14/ARTIIKeyQbLFFRfQjQMkoTtJ231114.shtml
https://p5.img.cctvpic.com/photoworkspace/2023/11/14/2023111420183117013.jpg,中国空间站生物学舱外暴露实验样品完成初步测试,559,记者从中国载人航天工程空间应用系统获悉，随神舟十六号飞船返回的中国空间站第五批22种实验样品正陆续展开地面研究，首批生物学舱外暴露实验样品已完成初步测试。,2023/11/14 20:26,https://news.cctv.com/2023/11/14/ARTIftfRUrfbzaEbzEbNZT9o231114.shtml
https://p3.img.cctvpic.com/photoworkspace/2023/11/14/2023111420183033623.jpg,发病率上升 我国糖尿病患者超1.4亿,560,今天（11月14日）是联合国糖尿病日。在世界范围内，糖尿病发病率呈上升趋势。,2023/11/14 20:19,https://news.cctv.com/2023/11/14/ARTIOKJNidhpY6xy7TKnTPha231114.shtml
https://p5.img.cctvpic.com/photoworkspace/2023/11/14/2023111420143135122.jpg,15个城市启动公共领域车辆全面电动化,561,今天，工业和信息化部、交通运输部等八部门发布：在北京、深圳等15个城市启动第一批公共领域车辆全面电动化试点。,2023/11/14 20:18,https://news.cctv.com/2023/11/14/ARTIKMnZbWMrFw9pASFOfnh5231114.shtml
https://p3.img.cctvpic.com/photoworkspace/2023/11/14/2023111420044775408.jpg,我国外贸韧性持续彰显,562,今年以来，我国外贸新动能加快成长，推动外贸平稳健康发展的积极因素累积增多，外贸韧性持续彰显。,2023/11/14 20:17,https://news.cctv.com/2023/11/14/ARTIjIyzk7kwZwduEzRuXwPW231114.shtml
https://p2.img.cctvpic.com/photoworkspace/2023/11/14/2023111420075520063.jpg,【一线调研】我国LNG船年交付能力翻番的背后,563,LNG船全称液化天然气运输船，由于制造难度极大，被冠以“世界造船工业皇冠上的明珠”。而在刚刚过去的10月，位于上海的中国船舶沪东中华造船厂，却同时在建14艘LNG船，有望创造全年交付6艘的中国造船新纪录。,2023/11/14 20:17,https://news.cctv.com/2023/11/14/ARTImgDb0M6qE1OfNsumt91c231114.shtml
https://p4.img.cctvpic.com/photoworkspace/2023/11/14/2023111420124980071.jpg,渤海首个千亿方大气田一期项目投产,564,今天，位于渤海中部海域，我国渤海首个千亿方大气田——中国海油渤中19-6气田一期开发项目成功投产，标志着我国海上深层复杂潜山油气藏开发迈入新阶段。,2023/11/14 20:17,https://news.cctv.com/2023/11/14/ARTITFpuCAI1nXHbiSDZTnx8231114.shtml
https://p1.img.cctvpic.com/photoworkspace/2023/11/14/2023111419365889921.jpg,外贸发力、科技自强…… 汇成推动中国经济向好的“硬核”力量,565,10月我国外贸进出口同比增速、前10个月进出口累计增速双双转正，外贸向好态势进一步显现。,2023/11/14 20:13,https://news.cctv.com/2023/11/14/ARTIgTamZKzl1QH68dYyWJOW231114.shtml
https://p1.img.cctvpic.com/photoworkspace/2023/11/14/2023111420012158220.jpg,【在希望的田野上】全国秋冬种过九成半,567,农业农村部最新农情调度显示，全国秋冬种进入尾声，冬小麦播种过九成半，田间管理陆续展开。,2023/11/14 20:06,https://news.cctv.com/2023/11/14/ARTIc5j1AImS6Z61fhOPQzFU231114.shtml
https://p5.img.cctvpic.com/photoworkspace/2023/11/14/2023111419430341982.jpg,【新思想引领新征程】国家水网体系加快构建 水资源优化配置能力整体提升,568,习近平总书记指出，水网建设起来，会是中华民族在治水历程中又一个世纪画卷，会载入千秋史册。今年以来，我国加速推进国家水网主骨架和大动脉建设，水资源优化配置能力不断提升。,2023/11/14 19:59,https://news.cctv.com/2023/11/14/ARTIzkngazXUPnRkutYUSlSR231114.shtml
https://p5.img.cctvpic.com/photoworkspace/2023/11/14/2023111419554191242.jpg,我国已探索形成舰载机飞行学员招收选拔特色模式,570,海军招飞工作会议14日在山东青岛举行。记者在会上获悉，我国海军舰载机飞行学员在招收范围、选拔手段、培养模式上不断拓展优化，逐步形成舰载机飞行学员招收选拔特色模式，舰载机飞行人才选优培优成效显著。,2023/11/14 19:56,https://news.cctv.com/2023/11/14/ARTI0D38AdDxcTEHxhKTum0o231114.shtml
https://p5.img.cctvpic.com/photoworkspace/2023/11/14/2023111418584932823.jpg,中方相关人员已于日前全部安全离开加沙,575,中国外交部发言人毛宁在今天（11月14日）的例行记者会上介绍，经过多方努力，滞留加沙的中方相关人员已于日前全部安全离开加沙。,2023/11/14 18:59,https://news.cctv.com/2023/11/14/ARTI8DvyuUMvmscRbnrE7XOv231114.shtml
https://p5.img.cctvpic.com/photoworkspace/2023/11/14/2023111418452059833.jpg,从数据透视中国经济发展变化 潜力大、活力足成关键词,576,节目一开始首先数说经济，我们从数据透视中国经济发展变化。中国人民银行昨天（11月13日）公布10月金融数据。,2023/11/14 18:56,https://news.cctv.com/2023/11/14/ARTIGyzbHmpQ4nyRQsAMYT0F231114.shtml
https://p1.img.cctvpic.com/photoworkspace/2023/11/14/2023111418345950783.jpg,文旅助力乡村振兴采风走进长寿之乡巴马,577,11月13日至17日，由文化和旅游部办公厅、财务司指导，中国旅游报社主办的“点亮灵山秀水 共享美好生活”2023文化和旅游助力乡村振兴采风宣传活动，走进长寿之乡巴马。,2023/11/14 18:40,https://news.cctv.com/2023/11/14/ARTIM7kluklheUSUe1rIY3zE231114.shtml
https://p4.img.cctvpic.com/photoworkspace/2023/11/14/2023111417491077172.jpg,渤海首个千亿方大气田Ⅰ期项目投产 “钢铁浮城”建造记,578,渤中19-6气田Ⅰ期开发项目规模庞大，包括新建1座中心处理平台、3座无人井口平台和1座天然气处理终端，从2022年3月开工建造到建成投产，仅用时一年半，创造了海上大型油气田开发速度新纪录，一起来回顾这座“钢铁浮城”的建设历程。,2023/11/14 17:49,https://news.cctv.com/2023/11/14/ARTI8hH04Eihikb56BIdsM6y231114.shtml
https://p5.img.cctvpic.com/photoworkspace/2023/11/14/2023111417411456964.jpg,多次增班 中美直飞机票价格持续下降,579,今年以来，随着中美间航班的多次增班，曾经“一票难求”的机票价格开始持续下降。记者查询发现，不少航线票价较年初平均下降50%左右。,2023/11/14 17:41,https://news.cctv.com/2023/11/14/ARTIG6CJWZyAal5e0XhsLKWS231114.shtml
https://p4.img.cctvpic.com/photoworkspace/2023/11/14/2023111416283720953.jpg,中国智造“链”起来 5400多家企业联手共建“华龙一号”,594,记者从正在深圳举行的“华龙一号”产业链建设会议上了解到，“华龙一号”核电项目正在加速推进，目前已有5400多家企业联合参与到“华龙一号”核电项目的建设中。,2023/11/14 17:16,https://news.cctv.com/2023/11/14/ARTIN91eHdI89LTMSXBplt3x231114.shtml
https://p1.img.cctvpic.com/photoworkspace/2023/11/14/2023111416253664826.jpg,西藏米林：高原苹果丰收,595,时值初冬，西藏米林市羌纳乡西藏林芝现代苹果标准化园区内的高原晚熟苹果喜获丰收。,2023/11/14 17:10,https://photo.cctv.com/2023/11/14/PHOA9Bq3gIG9wZwZc8fBXABC231114.shtml
https://p3.img.cctvpic.com/photoworkspace/2023/11/14/2023111416492370866.jpg,中央气象台：今日降水稀少 明起雨雪增多,596,今天（11月14日）全国大部地区降水稀少，降雪主要出现在西北地区以及东北地区，南方的降水逐渐减弱，仅在华南地区还有部分降雨。,2023/11/14 16:49,https://news.cctv.com/2023/11/14/ARTINSR1yLKUENNmWCTW6YHE231114.shtml
https://p3.img.cctvpic.com/photoworkspace/2023/11/14/2023111416473065618.jpg,中东部气温回升明显 华北黄淮再现霾天气,597,随着上一轮冷空气继续南下，今天（11月14日）我国北方大部地区以及南方部分地区，气温将陆续回升，同时，华北、黄淮等地霾天气将再度出现。,2023/11/14 16:47,https://news.cctv.com/2023/11/14/ARTIfaFKMzI80gQeY3mww7ki231114.shtml
https://p1.img.cctvpic.com/photoworkspace/2023/11/14/2023111415281713801.jpg,山东威海气温走低 草木结霜,599,2023年11月14日，山东威海气温走低，草木结霜，大地变白，尽显寒意。,2023/11/14 16:29,https://photo.cctv.com/2023/11/14/PHOAls5iRLMxL1Aoe1FvXFlw231114.shtml
https://p2.img.cctvpic.com/photoworkspace/2023/11/14/2023111416205269775.jpg,“世界的香格里拉”主题采访活动正式启动,600,为立体展现迪庆藏族自治州经济社会发展、民族团结、生态文明等方面取得的新进展、新成效、新经验，11月14日至18日，15家媒体组成采访团深入迪庆各地，开展“世界的香格里拉”主题采访活动，运用多语种和融媒报道的形式，生动讲述“世界的香格里拉”的故事。,2023/11/14 16:21,https://news.cctv.com/2023/11/14/ARTI0bqKzfko1zZkch4o3fjB231114.shtml
https://p1.img.cctvpic.com/photoworkspace/2023/11/14/2023111417152395844.jpg,检察机关依法分别对张锡君、朱东、王君师、吉兆民、王志强提起公诉,601,检察机关依法分别对张锡君、朱东、王君师、吉兆民、王志强提起公诉。,2023/11/14 16:06,https://news.cctv.com/2023/11/14/ARTIVi4T7WzuCGz9JwCndALE231114.shtml
https://p1.img.cctvpic.com/photoworkspace/2023/11/14/2023111416370317237.jpg,四川峨眉电影集团有限公司原党委委员、副总经理许传通被开除党籍和公职,602,据四川省纪委监委消息：日前，经四川省委批准，省纪委监委对峨眉电影集团有限公司原党委委员、副总经理许传通严重违纪违法问题进行了立案审查调查。,2023/11/14 16:05,https://news.cctv.com/2023/11/14/ARTIpgN1AEvK3fHPZjabeNEz231114.shtml
https://p5.img.cctvpic.com/photoworkspace/2023/11/14/2023111415515567294.jpg,【何为中美相处之道】变乱交织中坚定和平发展的主轴,603,应美国总统拜登邀请，中国国家主席习近平将赴美举行中美元首会晤，同时应邀出席亚太经合组织领导人第三十次非正式会议。,2023/11/14 16:02,https://news.cctv.com/2023/11/14/ARTIL5g1TwqbbPw9X1vAKhUE231114.shtml
https://p4.img.cctvpic.com/photoworkspace/2023/11/14/2023111415044962363.jpg,湖北宜昌：山间晨雾缭绕,604,2023年11月14日，湖北宜昌，夷陵区太平溪镇古村坪村，晨雾如轻纱缭绕在山间，美不胜收。,2023/11/14 15:47,https://photo.cctv.com/2023/11/14/PHOA017t7CYhpz7My12eaCEo231114.shtml
https://p5.img.cctvpic.com/photoworkspace/2023/11/14/2023111415183420779.jpg,万里驰骋“新丝路” 中欧班列跑出亮眼“成绩单”,605,中欧班列是共建“一带一路”的标志性品牌。加快推进中欧班列高质量发展，也为新疆加快核心区建设，积极打造亚欧黄金通道和向西开放桥头堡提供了新机遇。做为中欧班列两大西通道的霍尔果斯口岸和阿拉山口口岸，十年来，取得来哪些突破发展呢？下面就通过一条短片来了解一下。,2023/11/14 15:46,https://news.cctv.com/2023/11/14/ARTItCQIja774MU0PyeYtwEP231114.shtml
https://p5.img.cctvpic.com/photoworkspace/2023/11/14/2023111414520755783.jpg,走进口岸看新疆 感受新疆发展活力与和美新画卷,606,新疆地处我国西北部，陆地边境线长达5700多公里，与八个国家接壤，有18个对外开放口岸，是中国连接中亚、西亚和欧洲最便捷的陆路通道，也是“一带一路”建设的核心区域。从今天（11月14日）开始，我们将连续三天推出《走进口岸看新疆》系列报道，带您感受新疆的发展活力与和美新画卷。今天，我们首先去新疆的阿拉山口口岸和霍尔果斯口岸看一看。,2023/11/14 15:45,https://news.cctv.com/2023/11/14/ARTI1hZMiRFDgc0LKlNF7KrO231114.shtml
https://p2.img.cctvpic.com/photoworkspace/2023/11/14/2023111415373922367.jpg,外交部：中方相关人员已于日前全部安全离开加沙,608,11月14日，外交部发言人毛宁主持例行记者会。有记者提问，据了解，有多名中国公民滞留加沙地带。请外交部介绍他们是否已从加沙撤离，中方采取了哪些措施，以确保他们的安全。,2023/11/14 15:37,https://news.cctv.com/2023/11/14/ARTIuv7w1NsmRTDm7nX0bWIQ231114.shtml
https://p4.img.cctvpic.com/photoworkspace/2023/11/14/2023111414470947764.jpg,安徽宁国：冬日红杉林 美如油画,609,11月14日，初冬时节，安徽省宁国市方塘乡青龙湾湿地的红杉林美如油画，游客乘坐竹筏在红杉林中游览观光。,2023/11/14 15:33,https://photo.cctv.com/2023/11/14/PHOAZ5I7PasoLXeXSRgNDrzb231114.shtml
https://p1.img.cctvpic.com/photoworkspace/2023/11/14/2023111414272116246.jpg,苏州：姑苏枫桥路秋意盎然,611,2023年11月14日，苏州，姑苏区枫桥路秋意盎然，枫叶似火。,2023/11/14 14:55,https://photo.cctv.com/2023/11/14/PHOAzHADolqDHI7VNovaILkR231114.shtml
https://p1.img.cctvpic.com/photoworkspace/2023/11/14/2023111413504788743.jpg,探索“宜居火星”从未停止 我国科研团队取得重大突破,612,火星作为地球的“邻居”，已成为当前太阳系探测和行星科学的焦点。人类要想到火星开发资源或移居火星，首先要克服的是缺乏氧气的火星环境。近日，中国科学技术大学与深空探测实验室研究团队合作，通过人工智能驱动机器人实验，利用火星陨石成功创制出实用的产氧电催化剂，为未来火星探测和地外文明探索提供了新的技术手段，这一成果今天（14日）在国际期刊《自然·合成》上发表。,2023/11/14 14:31,https://news.cctv.com/2023/11/14/ARTIHiNry2zIogCA8sijWPRo231114.shtml
https://p4.img.cctvpic.com/photoworkspace/2023/11/14/2023111414281221486.jpg,江山如画｜一眼千年 泰宁古城的“新”打开方式,613,泰宁历史悠久，素有“汉唐古镇，两宋名城”之美誉。说到泰宁的历史人文不得不提的是泰宁古城。,2023/11/14 14:28,https://news.cctv.com/2023/11/14/ARTIvCMCIj1CU1JYzh90cW8p231114.shtml
https://p1.img.cctvpic.com/photoworkspace/2023/11/14/2023111414091697723.jpg,新疆迎来降雪 东北地区将有明显雨雪天气,615,昨日（11月13日），新疆北部出现小到中雪或雨夹雪，沿天山地区局地大雪。预计今明两天，新疆、内蒙古等地有雨雪天气。15日夜间起，东北地区的雨雪天气将加强，黑龙江、吉林东部、辽宁东北部等地有小到中雪或雨夹雪，局地有大到暴雪。,2023/11/14 14:10,https://news.cctv.com/2023/11/14/ARTIIhQNzoWpoEo8D1YqKmYO231114.shtml
https://p4.img.cctvpic.com/photoworkspace/2023/11/14/2023111414050856158.jpg,青海玛尔挡水电站正式下闸蓄水,616,"今天（11月14日）,国家重点能源项目——青海玛尔挡水电站正式下闸蓄水，标志着该电站正式进入首台机组投产发电前的冲刺阶段。",2023/11/14 14:07,https://news.cctv.com/2023/11/14/ARTIcKNS8H72fgeP5DowjNYq231114.shtml
https://p2.img.cctvpic.com/photoworkspace/2023/11/14/2023111414030522748.jpg,中美直飞定期客运航班新一轮增班首趟航班发出,617,从11月9日起，中美间直飞定期客运航班再次增班，2023/2024冬春航季，将增至每周70班，双方航空公司每周各运营35班。昨天（13日）傍晚，新一轮增班的首趟航班从首都机场起飞。,2023/11/14 14:03,https://news.cctv.com/2023/11/14/ARTI3XiTygbffx6E0ptfIAkI231114.shtml
https://p4.img.cctvpic.com/photoworkspace/2023/11/14/2023111413123142866.jpg,开发地层比铜硬、温度高达204℃ 我国海上深层钻井技术实现跨越,618,今天（11月14日），我国渤海首个千亿方大气田——渤中19-6气田Ⅰ期开发项目即将投产，标志着我国海上深层复杂潜山油气藏开发迈入新阶段，对保障国家能源安全、优化能源结构具有重要意义。,2023/11/14 13:56,https://news.cctv.com/2023/11/14/ARTIyIoBBAdsc7vGznvYyfbC231114.shtml
https://p2.img.cctvpic.com/photoworkspace/2023/11/14/2023111411484262263.jpg,山东荣成：大天鹅朝霞中飞舞嬉戏,619,2023年11月14日，山东威海，荣成市大天鹅国家级自然保护区，成群大天鹅在朝霞中飞舞、嬉戏。,2023/11/14 13:41,https://photo.cctv.com/2023/11/14/PHOAxsA6pOVC5G5EO0GtzJ6X231114.shtml
https://p5.img.cctvpic.com/photoworkspace/2023/11/14/2023111411460370556.jpg,多系统协同 中国空间站第五批实验样品正展开研究,620,不久前，神舟十六号载人飞船返回舱顺利返回，带回了22种科学实验样品。中国空间站第五批实验样品交付给科学家之后，将会展开哪些科学实验？这些在空间站展开的科学实验又有怎样的发现？下面我们就跟随记者一起去看一看。,2023/11/14 13:28,https://news.cctv.com/2023/11/14/ARTI1wFTmPYeBXzfBBy3vQtG231114.shtml
https://p4.img.cctvpic.com/photoworkspace/2023/11/14/2023111410564118848.jpg,用心用情用力写好“暖”字 各地多措并举保障千家万户温暖过冬,624,受冷空气影响，从11月12日到13日，南方多地出现了降温降雨天气。未来三天，这股冷空气的影响将趋于结束，我国中东部地区的气温将逐渐回升。中央气象台预计，本周三（15日）开始，一股新的冷空气将自西向东影响我国陕西、山西、内蒙古等地，带来降温、雨雪等天气过程。为应对降温寒潮天气，各地多措并举，确保群众温暖过冬。,2023/11/14 12:03,https://news.cctv.com/2023/11/14/ARTIjDwxuqRtU8Px4ELgtggY231114.shtml
https://p4.img.cctvpic.com/photoworkspace/2023/11/14/2023111411225412161.jpg,二季度末金融业机构总资产449.21万亿元 金融风险整体收敛、总体可控,625,中国人民银行昨天（11月13日）发布专栏文章。文章显示，当前，我国金融风险整体收敛、总体可控。,2023/11/14 12:02,https://news.cctv.com/2023/11/14/ARTIwNlQW4FLDze91nOxbP77231114.shtml
https://p3.img.cctvpic.com/photoworkspace/2023/11/14/2023111411462924066.jpg,四川阿坝：初冬时分 九寨沟白雪皑皑,628,2023年11月13日，四川阿坝，初冬时分，九寨沟白雪皑皑，风景如画。,2023/11/14 11:47,https://photo.cctv.com/2023/11/14/PHOAAOcAReKTOSy8ZAFkJOI0231114.shtml
https://p5.img.cctvpic.com/photoworkspace/2023/11/14/2023111411350662525.png,我国成为亚洲首个拥有两支通过联合国测评的重型救援队的国家,629,11月14日，应急管理部举行专题新闻发布会，介绍“一带一路”自然灾害防治和应急管理国际合作机制建设进展成效，发布《“一带一路”国家灾害评估报告》。,2023/11/14 11:35,https://news.cctv.com/2023/11/14/ARTIuYtRixlQMz8fIRAUpgP1231114.shtml
https://p2.img.cctvpic.com/photoworkspace/2023/11/14/2023111411344034684.jpg,今冬我国大部地区气温接近常年同期或偏高，阶段性冷空气活跃,630,今年冬季（2023年12月至2024年2月），我国大部地区气温接近常年同期或偏高，前冬偏暖，后冬气温接近常年，但阶段性冷空气趋于活跃，且南方降水偏多。明年春季（2024年3月至5月），全国大部地区气温较常年同期偏高，降水接近常年到偏多。,2023/11/14 11:34,https://news.cctv.com/2023/11/14/ARTI7tdRwZAshWSKOBOftsmL231114.shtml
https://p1.img.cctvpic.com/photoworkspace/2023/11/14/2023111411413434117.png,工信部等八部门在15个城市启动首批公共领域车辆全面电动化先行区试点,631,工信部等八部门在15个城市启动首批公共领域车辆全面电动化先行区试点，一图读懂！,2023/11/14 11:34,https://news.cctv.com/2023/11/14/ARTIBq2H1hlfjSQSdpTVo9Zw231114.shtml
https://p2.img.cctvpic.com/photoworkspace/2023/11/14/2023111411113993002.png,河南商丘妇幼保健院4885份出生医学证明被盗案宣判结果公布 李某英被判八年,632,近日，就部分媒体和网民关注河南商丘市妇幼保健院出生医学证明被盗4885份案件的处理情况，记者向商丘有关方面进行了采访。,2023/11/14 11:12,https://news.cctv.com/2023/11/14/ARTIkk64UL9L3AhkqIJQJ3KQ231114.shtml
